product_name	product_url	category	status	stars
Olifair Active Light Sunscreen SPF 50 - 50 ml (Free Riya Fruity Soap)	https://yoshops.com/products/olifair-active-light-sunscreen-spf-50-50-ml-free-riya-fruity-soap	Fashion	unreviewed	0.0
Olifair Active Light Sunscreen SPF 70 - 50 ml (Free Riya Fruity Soap)	https://yoshops.com/products/olifair-active-light-sunscreen-spf-70-50-ml-free-riya-fruity-soap	Fashion	unreviewed	0.0
Olifair Active Light Sunscreen SPF 90 - 50 ml (Free Riya Fruity Soap)	https://yoshops.com/products/olifair-active-light-sunscreen-spf-90-50-ml-free-riya-fruity-soap	Fashion	Reviewd	5.0
OLIFAIR Detoxifying Gold Peel Off Mask - 25 gm (Free Riya Fruity Soap)	https://yoshops.com/products/olifair-detoxifying-gold-peel-off-mask-25-gm-free-riya-fruity-soap	Fashion	unreviewed	0.0
OLIFAIR Alkaline De-Tan Scrub - 350 gm (Free Riya Fruity Soap)	https://yoshops.com/products/olifair-alkaline-de-tan-scrub-350-gm-free-riya-fruity-soap	Fashion	unreviewed	0.0
OLIFAIR Alkaline De-Tan Masque - 350 gm (Free Riya Fruity Soap)	https://yoshops.com/products/olifair-alkaline-de-tan-masque-350-gm-free-riya-fruity-soap	Fashion	unreviewed	0.0
OLIFAIR Alkaline De-Tan Wash - 350 gm (Free Riya Fruity Soap)	https://yoshops.com/products/olifair-alkaline-de-tan-wash-350-gm-free-riya-fruity-soap	Fashion	unreviewed	0.0
OLIFAIR Alkaline De-Tan Cream White - 350 gm (Free Riya Fruity Soap)	https://yoshops.com/products/olifair-alkaline-de-tan-cream-white-350-gm-free-riya-fruity-soap	Fashion	Reviewd	5.0
QUECHUA Mini Laptop Bag 10 Liter- Red/Black	https://yoshops.com/products/quechua-laptop-bag	Men	Reviewd	5.0
Rosra Black Analog Watch	https://yoshops.com/products/rosra-black-analog-watch	Men	unreviewed	0.0
Mens Set Of 7 Multicolor T-shirt	https://yoshops.com/products/mens-set-of-7-multicolor-t-shirt	Men	unreviewed	0.0
Digital Wrist Watch Unisex	https://yoshops.com/products/digital-wrist-watch-unisex	Men	unreviewed	0.0
BEN 10 Projector Watch	https://yoshops.com/products/ben-10-omniverse-projector-watch	Men	unreviewed	0.0
Zebronics ZEB-FIT100 Smart Fitness Band	https://yoshops.com/products/zebronics-zeb-fit100-smart-fitness-band	Men	unreviewed	0.0
DOMYOS Slim-Fit Gym Sports T-Shirt (Black)	https://yoshops.com/products/domyos-slim-fit-gym-sports-t-shirt-black	Men	unreviewed	0.0
DOMYOS S500 Boys Gym Sports Half-Sleeved T-Shirt (Grey)	https://yoshops.com/products/domyos-s500-gym-sports-half-sleeved-t-shirt-grey	Men	unreviewed	0.0
KALENJI Kids Unisex Gym Sports T-Shirt (Blue)	https://yoshops.com/products/kalenji-unisex-gym-sports-t-shirt-blue	Men	unreviewed	0.0
KALENJI Kids Unisex Gym Sports T-Shirt (Red)	https://yoshops.com/products/kalenji-kids-unisex-gym-sports-t-shirt-red	Men	unreviewed	0.0
Boys Half-Sleeved Gym KidsT-Shirt DOMYOS 100 (White)	https://yoshops.com/products/domyos-100-boys-half-sleeved-gym-kidst-shirt-white	Men	unreviewed	0.0
PUBG T-Shirt Half Sleeve Round Neck (Black)	https://yoshops.com/products/pubg-t-shirt-half-sleeve-round-neck-black	Men	unreviewed	0.0
"Zordan Men's Styling Herbal Combo Pack (Body Deo,Hair Oil,Shampoo,Shaving Cream,Hair Gel)"	https://yoshops.com/products/zordan-men-s-styling-herbal-combo-pack-body-deo-hair-oil-shampoo-shaving-cream-hair-gel	Men	unreviewed	0.0
Men Brown Two Fold Wallet	https://yoshops.com/products/men-brown-two-fold-wallet	Men	unreviewed	0.0
Men black two fold wallet	https://yoshops.com/products/men-black-two-fold-wallet	Men	unreviewed	0.0
Davidson Sunglasses Unisex Metal Body Tony Stark Style and Inspired By Shahid Kapoor Kabir Singh	https://yoshops.com/products/davidson-sunglasses-unisex-metal-body-tony-stark-style-and-inspired-by-shahid-kapoor-kabir-singh	Men	unreviewed	0.0
Yo Lifestyle White with Blue strike Color Casual Shoes	https://yoshops.com/products/yo-lifestyle-white-with-blue-strike-color-casual-shoes	Men	unreviewed	0.0
Yo Lifestyle Black Color Casual Shoes	https://yoshops.com/products/yo-lifestyle-black-color-casual-shoes	Men	unreviewed	0.0
Men Formal Shoes Black Color With Free Sunglasses	https://yoshops.com/products/men-formal-shoes-black-color-with-free-sunglasses	Men	unreviewed	0.0
Runners Lightweight Sports shoes for Men (Black)	https://yoshops.com/products/runners-lightweight-sports-shoes-for-men-black	Men	unreviewed	0.0
Men Sports Shoes Runners Lightweight (Yellow-Black)	https://yoshops.com/products/men-sports-shoes-runners-lightweight-yellow-black	Men	unreviewed	0.0
Men Sports Shoes Runners Lightweight (White-Blue)	https://yoshops.com/products/men-sports-shoes-runners-lightweight-white-blue	Men	Reviewd	5.0
Casual Leather Sneakers for Men (Red+Blue)	https://yoshops.com/products/casual-leather-sneakers-for-men-red-blue1	Men	Reviewd	5.0
Casual Sneakers Leather for Men (White+Black)	https://yoshops.com/products/casual-sneakers-leather-for-men-white-black	Men	Reviewd	5.0
Red Top Genuine Leather Shoes for Men (Brown)	https://yoshops.com/products/red-top-genuine-leather-shoes-for-men-brown	Men	Reviewd	5.0
DOMYOS S500 Boys Gym Sports Half-Sleeved T-Shirt (Grey)	https://yoshops.com/products/domyos-s500-gym-sports-half-sleeved-t-shirt-grey	Men Clothing	unreviewed	0.0
KALENJI Kids Unisex Gym Sports T-Shirt (Blue)	https://yoshops.com/products/kalenji-unisex-gym-sports-t-shirt-blue	Men Clothing	unreviewed	0.0
KALENJI Kids Unisex Gym Sports T-Shirt (Red)	https://yoshops.com/products/kalenji-kids-unisex-gym-sports-t-shirt-red	Men Clothing	unreviewed	0.0
Boys Half-Sleeved Gym KidsT-Shirt DOMYOS 100 (White)	https://yoshops.com/products/domyos-100-boys-half-sleeved-gym-kidst-shirt-white	Men Clothing	unreviewed	0.0
PUBG T-Shirt Half Sleeve Round Neck (Black)	https://yoshops.com/products/pubg-t-shirt-half-sleeve-round-neck-black	Men Clothing	unreviewed	0.0
Davidson Sunglasses Unisex Metal Body Tony Stark Style and Inspired By Shahid Kapoor Kabir Singh	https://yoshops.com/products/davidson-sunglasses-unisex-metal-body-tony-stark-style-and-inspired-by-shahid-kapoor-kabir-singh	Sunglasses	unreviewed	0.0
Rosra Black Analog Watch	https://yoshops.com/products/rosra-black-analog-watch	Watches	unreviewed	0.0
Digital Wrist Watch Unisex	https://yoshops.com/products/digital-wrist-watch-unisex	Watches	unreviewed	0.0
BEN 10 Projector Watch	https://yoshops.com/products/ben-10-omniverse-projector-watch	Watches	unreviewed	0.0
Zebronics ZEB-FIT100 Smart Fitness Band	https://yoshops.com/products/zebronics-zeb-fit100-smart-fitness-band	Watches	unreviewed	0.0
Yo Lifestyle White with Blue strike Color Casual Shoes	https://yoshops.com/products/yo-lifestyle-white-with-blue-strike-color-casual-shoes	Men's Footwear	unreviewed	0.0
Yo Lifestyle Black Color Casual Shoes	https://yoshops.com/products/yo-lifestyle-black-color-casual-shoes	Men's Footwear	unreviewed	0.0
Men Formal Shoes Black Color With Free Sunglasses	https://yoshops.com/products/men-formal-shoes-black-color-with-free-sunglasses	Men's Footwear	unreviewed	0.0
Runners Lightweight Sports shoes for Men (Black)	https://yoshops.com/products/runners-lightweight-sports-shoes-for-men-black	Men's Footwear	unreviewed	0.0
Men Sports Shoes Runners Lightweight (Yellow-Black)	https://yoshops.com/products/men-sports-shoes-runners-lightweight-yellow-black	Men's Footwear	unreviewed	0.0
Men Sports Shoes Runners Lightweight (White-Blue)	https://yoshops.com/products/men-sports-shoes-runners-lightweight-white-blue	Men's Footwear	Reviewd	5.0
Casual Leather Sneakers for Men (Red+Blue)	https://yoshops.com/products/casual-leather-sneakers-for-men-red-blue1	Men's Footwear	Reviewd	5.0
Casual Sneakers Leather for Men (White+Black)	https://yoshops.com/products/casual-sneakers-leather-for-men-white-black	Men's Footwear	Reviewd	5.0
Red Top Genuine Leather Shoes for Men (Brown)	https://yoshops.com/products/red-top-genuine-leather-shoes-for-men-brown	Men's Footwear	Reviewd	5.0
BOROLINE ANTISEPTIC CREAM Combo	https://yoshops.com/products/boroline-cream	Womens	unreviewed	0.0
Nova NHC-3791 Electric Hair Trimmer (Black)	https://yoshops.com/products/nova-nhc-3017-electric-hair-clipper	Womens	Reviewd	4.7
Olifair Pearls Saffron and Radiant Effect Night Cream 50 ml(Riya Fruity Soap Free)	https://yoshops.com/products/olifair-pearls-saffron-and-radiant-effect-night-cream-50ml	Womens	unreviewed	0.0
Patiala Suit Slawar Dress Metrail	https://yoshops.com/products/patiala-suit-slawar-dress-metrail	Womens	unreviewed	0.0
LEHENGA CHOLI By SHARA	https://yoshops.com/products/lehenga-choli-by-shara	Womens	unreviewed	0.0
Designer Gown By ZARA	https://yoshops.com/products/designer-gown-by-zara	Womens	unreviewed	0.0
Party Wear Kurtis By ROYAL	https://yoshops.com/products/party-wear-kurtis-by-royal	Womens	unreviewed	0.0
Designer Wedding Wear Saree By ARADHANA	https://yoshops.com/products/designer-wedding-wear-saree-by-aradhana	Womens	unreviewed	0.0
DENIM Ladies JEANS By DEYON	https://yoshops.com/products/denim-ladies-jeans-by-deyon1	Womens	unreviewed	0.0
KALENJI Kids Unisex Gym Sports T-Shirt (Blue)	https://yoshops.com/products/kalenji-unisex-gym-sports-t-shirt-blue	Womens	unreviewed	0.0
KALENJI Kids Unisex Gym Sports T-Shirt (Red)	https://yoshops.com/products/kalenji-kids-unisex-gym-sports-t-shirt-red	Womens	unreviewed	0.0
Toby Home Air Freshener Spray Sandal (250 ml)	https://yoshops.com/products/toby-home-air-freshener-spray-sandal-250-ml	Womens	unreviewed	0.0
"Zordan Men's Styling Herbal Combo Pack (Body Deo,Hair Oil,Shampoo,Shaving Cream,Hair Gel)"	https://yoshops.com/products/zordan-men-s-styling-herbal-combo-pack-body-deo-hair-oil-shampoo-shaving-cream-hair-gel	Womens	unreviewed	0.0
Karismaa Embroidered Net Lehenga choli with dupatta	https://yoshops.com/products/karismaa-embroidered-net-lehenga-choli-with-dupatta	Womens	unreviewed	0.0
Nature Anti Tan Facial Kit 4pc	https://yoshops.com/products/nature-anti-tan-facial-kit-4pc	Womens	unreviewed	0.0
"Aagam Salwar Suits and Dress Materials(Pink,RED,Black,Blue,Yellow)"	https://yoshops.com/products/aagam-salwar-suits-and-dress-materials	Womens	unreviewed	0.0
Olifair Day Cream Skin Lightening Cream for Women 50 ml(Riya Fruity Soap Free)	https://yoshops.com/products/olifair-day-cream-skin-lightening-cream-for-women-50-ml1	Womens	Reviewd	5.0
Olifair Super Combo Pack(Olifair Night Cream and Day Cream)	https://yoshops.com/products/olifair-super-combo-pack-olifair-night-cream-and-day-cream	Womens	Reviewd	5.0
OLIFAIR Activated Charcoal Bleach With Tea Tree Essential Oil (335gm)(Riya Fruity Soap Free)	https://yoshops.com/products/olifair-activated-charcoal-bleach-with-tea-tree-essential-oil-335gm	Womens	Reviewd	5.0
OLIFAIR Unisex Butter Organic Bleach (335 gm)(Riya Fruity Soap Free)	https://yoshops.com/products/olifair-unisex-butter-organic-bleach-335-gm1	Womens	Reviewd	5.0
Olifair Gold and Charcoal Whitening Soap (Pack of 2) 200 gm(Riya Fruity Soap Free)	https://yoshops.com/products/olifair-gold-and-charcoal-whitening-soap-pack-of-2-200-gm1	Womens	Reviewd	5.0
Olifair Ultra Gold Whitening Soap (Pack of 4) 400 gm(Riya Fruity Soap Free)	https://yoshops.com/products/olifair-ultra-gold-whitening-soap-pack-of-4-400-gm	Womens	Reviewd	5.0
Olifair Ultra Gold Whitening Soap (Pack of 6) 600 gm(Riya Fruity Soap Free)	https://yoshops.com/products/olifair-ultra-gold-whitening-soap-pack-of-6-600-gm	Womens	Reviewd	5.0
Olifair Charcoal Whitening Soap 120 gm(Riya Fruity Soap Free)	https://yoshops.com/products/olifair-charcoal-whitening-soap-120-gm	Womens	Reviewd	5.0
"Olifair Facial Kit Combo Pack (Gold, Charcoal, Lightening, Seaweed, Wrinkle) 750 gm(Riya Fruity Soap Free)"	https://yoshops.com/products/olifair-facial-kit-combo-pack-gold-charcoal-lightening-seaweed-wrinkle-750-gm	Womens	Reviewd	5.0
OLIFAIR Skin Lightening Facial Kit for Face 150 gm(Riya Fruity Soap Free)	https://yoshops.com/products/olifair-skin-lightening-facial-kit-for-face-150-gm1	Womens	Reviewd	5.0
OLIFAIR Unisex Age lock And Wrinkle Facial Kit 150Gm(Riya Fruity Soap Free)	https://yoshops.com/products/olifair-unisex-age-lock-and-wrinkle-facial-kit-150gm	Womens	Reviewd	5.0
OLIFAIR Unisex Gold Facial Kit For Healthy Skin 150gm(Riya Fruity Soap Free)	https://yoshops.com/products/olifair-unisex-gold-facial-kit-for-healthy-skin-150gm	Womens	Reviewd	5.0
OLIFAIR Activated Charcoal Face Kit With Tea Tree Essential Oil 150gm(Riya Fruity Soap Free)	https://yoshops.com/products/olifair-activated-charcoal-face-kit-with-tea-tree-essential-oil-150gm	Womens	Reviewd	5.0
OLIFAIR Unisex Seaweed Facial Kit Pack 150gm(Riya Fruity Soap Free)	https://yoshops.com/products/olifair-unisex-seaweed-facial-kit-pack-150gm	Womens	Reviewd	5.0
Olifair Activated Carbon + Kerovita Gel Refreshing Face Wash 50 ml(Riya Fruity Soap Free)	https://yoshops.com/products/olifair-activated-carbon-kerovita-gel-refreshing-face-wash-50-ml	Womens	Reviewd	5.0
Olifair Gold Radiance Face Wash for All Skin Types - 50 ml(Riya Fruity Soap Free)	https://yoshops.com/products/olifair-gold-radiance-face-wash-for-all-skin-types-50-ml	Womens	Reviewd	5.0
Olifair Hydrating Spot Reduction Face Wash - 50ml(Riya Fruity Soap Free)	https://yoshops.com/products/olifair-hydrating-spot-reduction-face-wash-50ml	Womens	unreviewed	0.0
Olifair Pro-Vitamin C Face Wash - 50 ml (Riya Fruity Soap Free)	https://yoshops.com/products/olifair-pro-vitamin-c-face-wash-50-ml	Womens	unreviewed	0.0
Olifair Saffron Face Wash - 120 ml (Free Riya Fruity Soap)	https://yoshops.com/products/olifair-saffron-face-wash-120-ml-free-riya-fruity-soap	Womens	Reviewd	5.0
Olifair Active Light Sunscreen SPF30 - 50 ml (Free Riya Fruity Soap)	https://yoshops.com/products/olifair-active-light-sunscreen-spf30-50-ml-free-riya-fruity-soap1	Womens	unreviewed	0.0
Olifair Active Light Sunscreen SPF 50 - 50 ml (Free Riya Fruity Soap)	https://yoshops.com/products/olifair-active-light-sunscreen-spf-50-50-ml-free-riya-fruity-soap	Womens	unreviewed	0.0
Olifair Active Light Sunscreen SPF 70 - 50 ml (Free Riya Fruity Soap)	https://yoshops.com/products/olifair-active-light-sunscreen-spf-70-50-ml-free-riya-fruity-soap	Womens	unreviewed	0.0
Olifair Active Light Sunscreen SPF 90 - 50 ml (Free Riya Fruity Soap)	https://yoshops.com/products/olifair-active-light-sunscreen-spf-90-50-ml-free-riya-fruity-soap	Womens	Reviewd	5.0
OLIFAIR Detoxifying Gold Peel Off Mask - 25 gm (Free Riya Fruity Soap)	https://yoshops.com/products/olifair-detoxifying-gold-peel-off-mask-25-gm-free-riya-fruity-soap	Womens	unreviewed	0.0
OLIFAIR Alkaline De-Tan Scrub - 350 gm (Free Riya Fruity Soap)	https://yoshops.com/products/olifair-alkaline-de-tan-scrub-350-gm-free-riya-fruity-soap	Womens	unreviewed	0.0
OLIFAIR Alkaline De-Tan Masque - 350 gm (Free Riya Fruity Soap)	https://yoshops.com/products/olifair-alkaline-de-tan-masque-350-gm-free-riya-fruity-soap	Womens	unreviewed	0.0
OLIFAIR Alkaline De-Tan Wash - 350 gm (Free Riya Fruity Soap)	https://yoshops.com/products/olifair-alkaline-de-tan-wash-350-gm-free-riya-fruity-soap	Womens	unreviewed	0.0
OLIFAIR Alkaline De-Tan Cream White - 350 gm (Free Riya Fruity Soap)	https://yoshops.com/products/olifair-alkaline-de-tan-cream-white-350-gm-free-riya-fruity-soap	Womens	Reviewd	5.0
Patiala Suit Slawar Dress Metrail	https://yoshops.com/products/patiala-suit-slawar-dress-metrail	Women Clothing	unreviewed	0.0
LEHENGA CHOLI By SHARA	https://yoshops.com/products/lehenga-choli-by-shara	Women Clothing	unreviewed	0.0
Party Wear Kurtis By ROYAL	https://yoshops.com/products/party-wear-kurtis-by-royal	Women Clothing	unreviewed	0.0
Designer Wedding Wear Saree By ARADHANA	https://yoshops.com/products/designer-wedding-wear-saree-by-aradhana	Women Clothing	unreviewed	0.0
DENIM Ladies JEANS By DEYON	https://yoshops.com/products/denim-ladies-jeans-by-deyon1	Women Clothing	unreviewed	0.0
KALENJI Kids Unisex Gym Sports T-Shirt (Blue)	https://yoshops.com/products/kalenji-unisex-gym-sports-t-shirt-blue	Women Clothing	unreviewed	0.0
KALENJI Kids Unisex Gym Sports T-Shirt (Red)	https://yoshops.com/products/kalenji-kids-unisex-gym-sports-t-shirt-red	Women Clothing	unreviewed	0.0
Karismaa Embroidered Net Lehenga choli with dupatta	https://yoshops.com/products/karismaa-embroidered-net-lehenga-choli-with-dupatta	Women Clothing	unreviewed	0.0
"Aagam Salwar Suits and Dress Materials(Pink,RED,Black,Blue,Yellow)"	https://yoshops.com/products/aagam-salwar-suits-and-dress-materials	Women Clothing	unreviewed	0.0
Olifair Pearls Saffron and Radiant Effect Night Cream 50 ml(Riya Fruity Soap Free)	https://yoshops.com/products/olifair-pearls-saffron-and-radiant-effect-night-cream-50ml	Face Makeup	unreviewed	0.0
"Zordan Men's Styling Herbal Combo Pack (Body Deo,Hair Oil,Shampoo,Shaving Cream,Hair Gel)"	https://yoshops.com/products/zordan-men-s-styling-herbal-combo-pack-body-deo-hair-oil-shampoo-shaving-cream-hair-gel	Face Makeup	unreviewed	0.0
Nature Anti Tan Facial Kit 4pc	https://yoshops.com/products/nature-anti-tan-facial-kit-4pc	Face Makeup	unreviewed	0.0
Olifair Day Cream Skin Lightening Cream for Women 50 ml(Riya Fruity Soap Free)	https://yoshops.com/products/olifair-day-cream-skin-lightening-cream-for-women-50-ml1	Face Makeup	Reviewd	5.0
Olifair Super Combo Pack(Olifair Night Cream and Day Cream)	https://yoshops.com/products/olifair-super-combo-pack-olifair-night-cream-and-day-cream	Face Makeup	Reviewd	5.0
OLIFAIR Activated Charcoal Bleach With Tea Tree Essential Oil (335gm)(Riya Fruity Soap Free)	https://yoshops.com/products/olifair-activated-charcoal-bleach-with-tea-tree-essential-oil-335gm	Face Makeup	Reviewd	5.0
OLIFAIR Unisex Butter Organic Bleach (335 gm)(Riya Fruity Soap Free)	https://yoshops.com/products/olifair-unisex-butter-organic-bleach-335-gm1	Face Makeup	Reviewd	5.0
Olifair Gold and Charcoal Whitening Soap (Pack of 2) 200 gm(Riya Fruity Soap Free)	https://yoshops.com/products/olifair-gold-and-charcoal-whitening-soap-pack-of-2-200-gm1	Face Makeup	Reviewd	5.0
Olifair Ultra Gold Whitening Soap (Pack of 4) 400 gm(Riya Fruity Soap Free)	https://yoshops.com/products/olifair-ultra-gold-whitening-soap-pack-of-4-400-gm	Face Makeup	Reviewd	5.0
Olifair Ultra Gold Whitening Soap (Pack of 6) 600 gm(Riya Fruity Soap Free)	https://yoshops.com/products/olifair-ultra-gold-whitening-soap-pack-of-6-600-gm	Face Makeup	Reviewd	5.0
Olifair Charcoal Whitening Soap 120 gm(Riya Fruity Soap Free)	https://yoshops.com/products/olifair-charcoal-whitening-soap-120-gm	Face Makeup	Reviewd	5.0
"Olifair Facial Kit Combo Pack (Gold, Charcoal, Lightening, Seaweed, Wrinkle) 750 gm(Riya Fruity Soap Free)"	https://yoshops.com/products/olifair-facial-kit-combo-pack-gold-charcoal-lightening-seaweed-wrinkle-750-gm	Face Makeup	Reviewd	5.0
OLIFAIR Skin Lightening Facial Kit for Face 150 gm(Riya Fruity Soap Free)	https://yoshops.com/products/olifair-skin-lightening-facial-kit-for-face-150-gm1	Face Makeup	Reviewd	5.0
OLIFAIR Unisex Age lock And Wrinkle Facial Kit 150Gm(Riya Fruity Soap Free)	https://yoshops.com/products/olifair-unisex-age-lock-and-wrinkle-facial-kit-150gm	Face Makeup	Reviewd	5.0
OLIFAIR Unisex Gold Facial Kit For Healthy Skin 150gm(Riya Fruity Soap Free)	https://yoshops.com/products/olifair-unisex-gold-facial-kit-for-healthy-skin-150gm	Face Makeup	Reviewd	5.0
OLIFAIR Activated Charcoal Face Kit With Tea Tree Essential Oil 150gm(Riya Fruity Soap Free)	https://yoshops.com/products/olifair-activated-charcoal-face-kit-with-tea-tree-essential-oil-150gm	Face Makeup	Reviewd	5.0
OLIFAIR Unisex Seaweed Facial Kit Pack 150gm(Riya Fruity Soap Free)	https://yoshops.com/products/olifair-unisex-seaweed-facial-kit-pack-150gm	Face Makeup	Reviewd	5.0
Olifair Activated Carbon + Kerovita Gel Refreshing Face Wash 50 ml(Riya Fruity Soap Free)	https://yoshops.com/products/olifair-activated-carbon-kerovita-gel-refreshing-face-wash-50-ml	Face Makeup	Reviewd	5.0
Olifair Gold Radiance Face Wash for All Skin Types - 50 ml(Riya Fruity Soap Free)	https://yoshops.com/products/olifair-gold-radiance-face-wash-for-all-skin-types-50-ml	Face Makeup	Reviewd	5.0
Olifair Hydrating Spot Reduction Face Wash - 50ml(Riya Fruity Soap Free)	https://yoshops.com/products/olifair-hydrating-spot-reduction-face-wash-50ml	Face Makeup	unreviewed	0.0
Olifair Pro-Vitamin C Face Wash - 50 ml (Riya Fruity Soap Free)	https://yoshops.com/products/olifair-pro-vitamin-c-face-wash-50-ml	Face Makeup	unreviewed	0.0
Olifair Saffron Face Wash - 120 ml (Free Riya Fruity Soap)	https://yoshops.com/products/olifair-saffron-face-wash-120-ml-free-riya-fruity-soap	Face Makeup	Reviewd	5.0
Olifair Active Light Sunscreen SPF30 - 50 ml (Free Riya Fruity Soap)	https://yoshops.com/products/olifair-active-light-sunscreen-spf30-50-ml-free-riya-fruity-soap1	Face Makeup	unreviewed	0.0
Olifair Active Light Sunscreen SPF 50 - 50 ml (Free Riya Fruity Soap)	https://yoshops.com/products/olifair-active-light-sunscreen-spf-50-50-ml-free-riya-fruity-soap	Face Makeup	unreviewed	0.0
Olifair Active Light Sunscreen SPF 70 - 50 ml (Free Riya Fruity Soap)	https://yoshops.com/products/olifair-active-light-sunscreen-spf-70-50-ml-free-riya-fruity-soap	Face Makeup	unreviewed	0.0
Olifair Active Light Sunscreen SPF 90 - 50 ml (Free Riya Fruity Soap)	https://yoshops.com/products/olifair-active-light-sunscreen-spf-90-50-ml-free-riya-fruity-soap	Face Makeup	Reviewd	5.0
OLIFAIR Detoxifying Gold Peel Off Mask - 25 gm (Free Riya Fruity Soap)	https://yoshops.com/products/olifair-detoxifying-gold-peel-off-mask-25-gm-free-riya-fruity-soap	Face Makeup	unreviewed	0.0
OLIFAIR Alkaline De-Tan Scrub - 350 gm (Free Riya Fruity Soap)	https://yoshops.com/products/olifair-alkaline-de-tan-scrub-350-gm-free-riya-fruity-soap	Face Makeup	unreviewed	0.0
OLIFAIR Alkaline De-Tan Masque - 350 gm (Free Riya Fruity Soap)	https://yoshops.com/products/olifair-alkaline-de-tan-masque-350-gm-free-riya-fruity-soap	Face Makeup	unreviewed	0.0
OLIFAIR Alkaline De-Tan Wash - 350 gm (Free Riya Fruity Soap)	https://yoshops.com/products/olifair-alkaline-de-tan-wash-350-gm-free-riya-fruity-soap	Face Makeup	unreviewed	0.0
OLIFAIR Alkaline De-Tan Cream White - 350 gm (Free Riya Fruity Soap)	https://yoshops.com/products/olifair-alkaline-de-tan-cream-white-350-gm-free-riya-fruity-soap	Face Makeup	Reviewd	5.0
BOROLINE ANTISEPTIC CREAM Combo	https://yoshops.com/products/boroline-cream	Personal Care	unreviewed	0.0
Nova NHC-3791 Electric Hair Trimmer (Black)	https://yoshops.com/products/nova-nhc-3017-electric-hair-clipper	Personal Care	Reviewd	4.7
Olifair Pearls Saffron and Radiant Effect Night Cream 50 ml(Riya Fruity Soap Free)	https://yoshops.com/products/olifair-pearls-saffron-and-radiant-effect-night-cream-50ml	Personal Care	unreviewed	0.0
Toby Home Air Freshener Spray Sandal (250 ml)	https://yoshops.com/products/toby-home-air-freshener-spray-sandal-250-ml	Personal Care	unreviewed	0.0
"Zordan Men's Styling Herbal Combo Pack (Body Deo,Hair Oil,Shampoo,Shaving Cream,Hair Gel)"	https://yoshops.com/products/zordan-men-s-styling-herbal-combo-pack-body-deo-hair-oil-shampoo-shaving-cream-hair-gel	Personal Care	unreviewed	0.0
Nature Anti Tan Facial Kit 4pc	https://yoshops.com/products/nature-anti-tan-facial-kit-4pc	Personal Care	unreviewed	0.0
Olifair Day Cream Skin Lightening Cream for Women 50 ml(Riya Fruity Soap Free)	https://yoshops.com/products/olifair-day-cream-skin-lightening-cream-for-women-50-ml1	Personal Care	Reviewd	5.0
Olifair Super Combo Pack(Olifair Night Cream and Day Cream)	https://yoshops.com/products/olifair-super-combo-pack-olifair-night-cream-and-day-cream	Personal Care	Reviewd	5.0
OLIFAIR Activated Charcoal Bleach With Tea Tree Essential Oil (335gm)(Riya Fruity Soap Free)	https://yoshops.com/products/olifair-activated-charcoal-bleach-with-tea-tree-essential-oil-335gm	Personal Care	Reviewd	5.0
OLIFAIR Unisex Butter Organic Bleach (335 gm)(Riya Fruity Soap Free)	https://yoshops.com/products/olifair-unisex-butter-organic-bleach-335-gm1	Personal Care	Reviewd	5.0
Olifair Gold and Charcoal Whitening Soap (Pack of 2) 200 gm(Riya Fruity Soap Free)	https://yoshops.com/products/olifair-gold-and-charcoal-whitening-soap-pack-of-2-200-gm1	Personal Care	Reviewd	5.0
Olifair Ultra Gold Whitening Soap (Pack of 4) 400 gm(Riya Fruity Soap Free)	https://yoshops.com/products/olifair-ultra-gold-whitening-soap-pack-of-4-400-gm	Personal Care	Reviewd	5.0
Olifair Ultra Gold Whitening Soap (Pack of 6) 600 gm(Riya Fruity Soap Free)	https://yoshops.com/products/olifair-ultra-gold-whitening-soap-pack-of-6-600-gm	Personal Care	Reviewd	5.0
Olifair Charcoal Whitening Soap 120 gm(Riya Fruity Soap Free)	https://yoshops.com/products/olifair-charcoal-whitening-soap-120-gm	Personal Care	Reviewd	5.0
"Olifair Facial Kit Combo Pack (Gold, Charcoal, Lightening, Seaweed, Wrinkle) 750 gm(Riya Fruity Soap Free)"	https://yoshops.com/products/olifair-facial-kit-combo-pack-gold-charcoal-lightening-seaweed-wrinkle-750-gm	Personal Care	Reviewd	5.0
OLIFAIR Skin Lightening Facial Kit for Face 150 gm(Riya Fruity Soap Free)	https://yoshops.com/products/olifair-skin-lightening-facial-kit-for-face-150-gm1	Personal Care	Reviewd	5.0
OLIFAIR Unisex Age lock And Wrinkle Facial Kit 150Gm(Riya Fruity Soap Free)	https://yoshops.com/products/olifair-unisex-age-lock-and-wrinkle-facial-kit-150gm	Personal Care	Reviewd	5.0
OLIFAIR Unisex Gold Facial Kit For Healthy Skin 150gm(Riya Fruity Soap Free)	https://yoshops.com/products/olifair-unisex-gold-facial-kit-for-healthy-skin-150gm	Personal Care	Reviewd	5.0
OLIFAIR Activated Charcoal Face Kit With Tea Tree Essential Oil 150gm(Riya Fruity Soap Free)	https://yoshops.com/products/olifair-activated-charcoal-face-kit-with-tea-tree-essential-oil-150gm	Personal Care	Reviewd	5.0
OLIFAIR Unisex Seaweed Facial Kit Pack 150gm(Riya Fruity Soap Free)	https://yoshops.com/products/olifair-unisex-seaweed-facial-kit-pack-150gm	Personal Care	Reviewd	5.0
